SKU,Product SKU,StoreID,Product Name,Product Description,Category ID, Price ,MinimumQuantity,Weight,ProductSpecificAttribute,Volume Quantity And Price,Customize,No Of Lines,Logo,AdditionalAttributes,Vocabulary,WebCategory,WebCategory2,Web Category 1 ORIG,Sub-Web Category 1A ORIG,Sub-Web Category 1B ORIG,Sub-Web Category 1C ORIG,Web Category 2,Sub-Web Category 2,Ship Today,Top Seller,Meta Tag,Mix&MatchCode,dropship,Setup,Product Image,Alternate Image,Vendor Drop Ship,Street,City,State,Zipcode
J102F13,J102F2013,2,Past President - 2012-13 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,295.95,1,0.2,Stone||.20 carat diamond||,1||295.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2012-2013",,Lapel Pins,Past President,With Years of Service,2012-2013,,,,,,,FALSE,,j102121306.jpg,,,,,,
J506F,J506F2014,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,295.95,1,0.2,Stone||.20 carat diamond||,1||295.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2013-2014",,Lapel Pins,District Governor,With Years of Service,2013-2014,,,,,,,FALSE,,J506F2015.jpg,,,,,,
J506F,J506F2019,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,295.95,1,0.2,Stone||.20 carat diamond||,1||295.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2018-2019",,Lapel Pins,District Governor,With Years of Service,2018-2019,,,,,,,FALSE,,J506F2015.jpg,,,,,,
J102K05,J102K0805,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,294.95,1,0.2,Stone||.08 carat diamond||,1||294.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040508.jpg,,,,,,
J102K06,J102K0806,2,Past President - 2005-06 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,294.95,1,0.2,Stone||.08 carat diamond||,1||294.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050608.jpg,,,,,,
J102K09,J102K0809,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,294.95,1,0.2,Stone||.08 carat diamond||,1||294.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080908.jpg,,,,,,
J102K10,J102K0810,2,Past President - 2009-10 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,294.95,1,0.2,Stone||.08 carat diamond||,1||294.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091008.jpg,,,,,,
J708K,J708K10,2,Club President Pin - 10K Gold,"Recognize your club president with this beautiful pin.   5/8"" 10K",Lapel Pins,289.95,1,0.2,Stone||.10 carat diamond||,1||289.95,N,,N,N,rotary_products,"Lapel Pins,President,Without Years",,Lapel Pins,President,Without Years,,,,,,,,FALSE,,j70810.jpg,,,,,,
J124F,J124F20,2,Past President - Gold Filled,"Honor your past president with this beautiful pin.   5/8"" gold filled ",Lapel Pins,288.95,1,0.2,Stone||.20 carat diamond||,1||288.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_20.jpg,,,,,,
J551F,J551F20,2,District Governor Pin - Gold Filled,"Honor your District Governor with this beautiful pin.   5/8"" gold filled ",Lapel Pins,288.95,1,0.2,Stone||.20 carat diamond||,1||288.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j55120.jpg,,,,,,
J573F,J573F20,2,Past Governor Pin - Bar Style Gold Filled,"Honor your Past District Governor with this beautiful pin.   Gold Filled, 5/8""",Lapel Pins,288.95,1,0.5,Stone||.20 carat diamond||,1||288.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57320.jpg,,,,,,
J168F,J168F20,2,Past President Pin - Gold Filled,"Past president round pin   1/2"" gold filled",Lapel Pins,285.95,1,0.2,Stone||.20 carat diamond||,1||285.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j168k10.jpg,,,,,,
J102K13,J102K0813,2,Past President - 2012-13 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,284.95,1,0.2,Stone||.08 carat diamond||,1||284.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2012-2013",,Lapel Pins,Past President,With Years of Service,2012-2013,,,,,,,FALSE,,j102121308.jpg,,,,,,
J124K,J124K10,2,Past President - 10K Gold,"Honor your past president with this beautiful pin.   5/8"" 10K",Lapel Pins,284.95,1,0.2,Stone||.10 carat diamond||,1||284.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_10.jpg,,,,,,
J551K,J551K10,2,District Governor Pin - 10K Gold,"Honor your District Governor with this beautiful pin.   5/8"" 10K ",Lapel Pins,284.95,1,0.2,Stone||.10 carat diamond||,1||284.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j55110.jpg,,,,,,
J573K,J573K10,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,284.95,1,0.5,Stone||.10 carat diamond||,1||284.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57310.jpg,,,,,,
K8F3X5PC,K8F3X5PC,2,Traditional Felt Club Banner,"Durable custom club banner. Gold lettering and Rotary emblem stand out against royal blue felt material. Complete with gold fringe that follows the pennant cut. 3' x 5'.  Instructions: Enter club information exactly as you want it to appear on the banner. * Please allow 5 weeks for production *  
Please provide the exact text you would like imprinted. ",Banners & Flags,280,1,10,,1||280,Y,3,N,N,rotary_products,"Banners & Flags,Club Banners",,Banners & Flags,Club Banners,,,,,,,,,TRUE,,k8l3x5pc.jpg,,KEB Banners & More,496 Welcome Drive,Camdenton,MO,65020
C3BR11,C3BR11,2,Cast Bronze Project Plaque - Large,"Recognize your club's projects within the community or around the world without the expense of a fully custom bronze plaque. 
We've designed this specially priced plaque to include custom-contoured profile, Rotary emblem, and up to four lines of your text.  *Please allow 5-6 weeks for production  * ",Outdoor Signage,275,1,9,,"1||275,2||265",Y,4,N,N,rotary_products,"Outdoor Signage,Bronze","Outdoor Signage,Special Projects",Outdoor Signage,Bronze,,,Outdoor Signage,Special Projects,,,,,TRUE,,c3br11.jpg,C3BR11L.jpg,Bronze Memorial Company,1842 N Elston Ave,Chicago,IL,60642
B23685PC,B23685PC,2,Rotary Meets Here - Shield Plaque,"Large solid walnut plaque with 7"" diameter cast bronze emblem  14"" x 17"" - Includes free engraving
Specify club name, day and time ",Club Meeting Signs,265,1,8.5,,1||265,Y,3,N,N,rotary_products,"Club Meeting Signs,Indoor",,Club Meeting Signs,Indoor,,,,,,,,,FALSE,,B23685PC.JPG,B23685PCL.jpg,,,,,
J102K05,J102K0605,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040506.jpg,,,,,,
J102K06,J102K0606,2,Past President - 2005-06 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050606.jpg,,,,,,
J102K07,J102K0607,2,Past President - 2006-07 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2006-2007",,Lapel Pins,Past President,With Years of Service,2006-2007,,,,,,,FALSE,,j102060706.jpg,,,,,,
J102K08,J102K0608,2,Past President - 2007-08 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070806.jpg,,,,,,
J102K09,J102K0609,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080906.jpg,,,,,,
J102K10,J102K0610,2,Past President - 2009-10 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091006.jpg,,,,,,
J102K11,J102K0611,2,Past President - 2010-11 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,264.95,1,0.2,Stone||.06 carat diamond||,1||264.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101106.jpg,,,,,,
J124K,J124K08,2,Past President - 10K Gold,"Honor your past president with this beautiful pin.   5/8"" 10K",Lapel Pins,259.95,1,0.2,Stone||.08 carat diamond||,1||259.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_08.jpg,,,,,,
J551K,J551K08,2,District Governor Pin - 10K Gold,"Honor your District Governor with this beautiful pin.   5/8"" 10K ",Lapel Pins,259.95,1,0.2,Stone||.08 carat diamond||,1||259.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j55108.jpg,,,,,,
J573K,J573K08,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,259.95,1,0.5,Stone||.08 carat diamond||,1||259.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57308.jpg,,,,,,
J102K13,J102K0613,2,Past President - 2012-13 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,254.95,1,0.2,Stone||.06 carat diamond||,1||254.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2012-2013",,Lapel Pins,Past President,With Years of Service,2012-2013,,,,,,,FALSE,,j102121306.jpg,,,,,,
J102K15,J102K0615,2,Past President - 2014-15 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,254.95,1,0.2,Stone||.06 carat diamond||,1||254.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2014-2015",,Lapel Pins,Past President,With Years of Service,2014-2015,,,,,,,FALSE,,J102F0615.jpg,,,,,,
J506K,J506K0614,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,254.95,1,0.2,Stone||.06 carat diamond||,1||254.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2013-2014",,Lapel Pins,District Governor,With Years of Service,2013-2014,,,,,,,FALSE,,J506131406.jpg,,,,,,
J542K,J542K10,2,Past Governor Pin -  Round 10K Gold,"Past Governor round pin   10K, 1/2"" Round",Lapel Pins,251.95,1,0.2,Stone||.10 carat diamond||,1||251.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,J54210.jpg,,,,,,
J102F16,J102F1516,2,Past President - 2015-16 Gold Filled ,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,249.95,1,0.2,Stone||.15 carat diamond||,1||249.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2015-2016",,Lapel Pins,Past President,With Years of Service,2015-2016,,,,,,,FALSE,,J102F1516.jpg,,,,,,
K8H12,K8H12,2,Deluxe American Flag Set,"Deluxe 3' x 5' embroidered and sewn American flag with gold fringe to display at your club meetings. Complete with 8' two-part screw-jointed heavy oak pole, heavy metal stand, metal eagle, gold cord and tassels.",Banners & Flags,249.95,1,26,,1||249.95,N,,N,N,rotary_products,"Banners & Flags,Flags","Club Meeting Supplies,Meeting Supplies",Banners & Flags,Flags,,,Club Meeting Supplies,Meeting Supplies,,,,,FALSE,,k8h12.jpg,,,,,,
K8L3X5PC,K8L3X5PC,2,Traditional Style Printed Club Banner - 3' x 5',Durable custom club banner. Printed Gold lettering and logo stand out against royal blue material. Complete with gold fringe that follows the pennant cut. 3' x 5'.  Instructions: Enter club information exactly as you want it to appear on the banner. * Please allow 5 weeks for production *  ,Banners & Flags,249,1,10,,1||249,Y,3,N,N,rotary_products,"Banners & Flags,Club Banners",,Banners & Flags,Club Banners,,,,,,,,,TRUE,,k8l3x5pc.jpg,,Legacy Digital Graphics LLC,1120 Bay Blvd Suite E,Chula Vista,CA,91911
J102K00,J102K0400,2,Past President - 1999-00 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,1999-2000",,Lapel Pins,Past President,With Years of Service,1999-2000,,,,,,,FALSE,,j102990004.jpg,,,,,,
J102K05,J102K0405,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040504.jpg,,,,,,
J102K07,J102K0407,2,Past President - 2006-07 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2006-2007",,Lapel Pins,Past President,With Years of Service,2006-2007,,,,,,,FALSE,,j102060704.jpg,,,,,,
J102K08,J102K0408,2,Past President - 2007-08 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070804.jpg,,,,,,
J102K09,J102K0409,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080904.jpg,,,,,,
J102K10,J102K0410,2,Past President - 2009-10 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091004.jpg,,,,,,
J102K11,J102K0411,2,Past President - 2010-11 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,246.95,1,0.2,Stone||.04 carat diamond||,1||246.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101104.jpg,,,,,,
